id,displayName,displayName_pt,importName,name,name_pt,subname,subname_pt,set,serial,rarity,ability,ability_pt,flavorText,flavorText_pt,unique,initiative,initiative_pt,type,type_pt,artist,imageUrl,uniqueId
AU-197/200,"The Storm Tunnel, Lingering Monsoon","O Túnel da Tempestade, Monção Persistente",thestormtunnellingeringmonsoon,The Storm Tunnel,O Túnel da Tempestade,Lingering Monsoon, Monção Persistente,au,197/200,common,The engaged Creature with the lowest :speed:Speed plays attacks at random.,A criatura em combate com a menor :speed:Velocidade realiza ataques aleatoriamente.,The scars of war remain long after the battle is over.,As cicatrizes da guerra permanecem muito tempo depois do fim da batalha.,FALSE,Water,Água,,,"Emilio Lopez, HotShotsVFX, Keith Conroy",https://i.imgur.com/PxCjxj5.png,The Storm Tunnel__au
AU-198/200,The Storms,As Tempestades,thestorms,The Storms,As Tempestades,,,au,198/200,rare,"At the beginning of combat, all Creatures gain :air:Air.","No início do combate, todas as criaturas ganham :air:Ar.","""Someone must have carved these statues. So where are they?"" — Tiaane","Alguém deve ter esculpido essas estátuas. Então, onde eles estão? — Tiaane",FALSE,Wisdom,Sabedoria,,,HotShotsVFX,https://i.imgur.com/gg8LCDz.png,The Storms__au
AU-199/200,The Swartbron,O Swartbron,theswartbron,The Swartbron,O Swartbron,,,au,199/200,common,The engaged Creature with the lowest :courage:Courage fails all Checks on attacks it plays.,A Criatura em combate com a menor :courage:Coragem falha em todos os Checar Disciplinas que realizar.,Night flows like a river here.,A noite flui aqui como um rio.,FALSE,Fire,Fogo,,,HotShotsVFX,https://i.imgur.com/kmlHBCr.png,The Swartbron__au
FAS-10/100,Silchaw's Mine,Mina do Silchaw,silchawsmine,Silchaw's Mine,Mina do Silchaw,,,fas,10/100,rare,Attacks that would deal more than 20 damage to Creatures with :earth:Earth deal 20 damage instead.,Ataques que causariam mais de 20 de dano a Criaturas com :earth:Terra causam 20 de dano em vez disso.,"Since Aszil opened the Tremor Gate, the very bedrock of Silchaw's mine has gone mad!","Desde que Aszil abriu o Portal do Tremor, a própria rocha matriz da Mina do Silchaw enlouqueceu!",FALSE,Courage,Coragem,,,"Keith Conroy, Anthony Washington",https://i.imgur.com/3ElZSrO.png,Silchaw's Mine__fas
FAS-12/100,The Flame Gate,O Portão de Chamas,theflamegate,The Flame Gate,O Portão de Chamas,,,fas,12/100,common,All attacks count as :fire:Fire attacks.,Todos os Ataques contam como ataques de :fire:Fogo.,"""Maybe we should look for another way in."" — Mezzmarr",Talvez devêssemos procurar outra forma de entrar. — Mezzmarr,FALSE,Fire,Fogo,,,HotShotsVFX,https://i.imgur.com/4Q6Mgtq.png,The Flame Gate__fas
PROMO-P-012,"Carnival of Confusion, The Entangled Throne","Carnaval da Confusão, O Trono Entrelaçado",carnivalofconfusiontheentangledthrone,Carnival of Confusion,Carnaval da Confusão,The Entangled Throne, O Trono Entrelaçado,promo,P-012,promo,"When an attack is played, flip a coin. If heads, that attack deals double damage. If tails, that attack deals 0 damage.","Ao jogar um ataque, jogue uma moeda. Se der cara, o ataque causa o dobro do dano. Se der coroa, o ataque causa 0 de dano.",Here your fate rests with your fortune.,"Aqui, seu destino está nas mãos da sua sorte.",FALSE,Speed,Velocidade,,,Imaginary Friends Studios,https://i.imgur.com/KgptD6s.png,Carnival of Confusion__promo
OP-OP1-18/20,"Castle Pillar, (OP)","Castelo de Pilares, (OP)",castlepillarop,Castle Pillar,Castelo de Pilares,(OP), (OP),op,OP1-18/20,ultra rare,"At the beginning of combat, if an engaged Creature has higher :wisdom:Wisdom than the opposing engaged Creature, put a :genericmugic: on it","No início do combate, se uma Criatura em combate tiver :wisdom:Sabedoria maior do que a Criatura em combate do oponente, coloque um :genericmugic: nela.","It's rumored that the most vicious Creature in Perim is imprisoned here, but only Chaor truly knows.","Corre o boato de que a criatura mais cruel de Perim está aprisionada aqui, mas somente Chaor sabe ao certo.",TRUE,Courage,Coragem,,,"Keith Conroy, David Curiel",https://i.imgur.com/ZYhRlLs.png,Castle Pillar__op
OP-OP1-19/20,"Fear Valley, (OP)","Vale do Medo, (OP)",fearvalleyop,Fear Valley,Vale do Medo,(OP), (OP),op,OP1-19/20,uncommon,"At the beginning of combat, if an engaged Creature has lower :courage:Courage than the opposing engaged Creature, it loses 10 Energy.","No início do combate, a Criatura combatente com menor :courage:Coragem perde 10 de Energia.","No matter how far you run, you can never escape a nightmare.","Não importa o quanto você corra, você nunca escapará de um pesadelo.",FALSE,Wisdom,Sabedoria,,,Imaginary Friends Studios,https://i.imgur.com/YqKqdeq.png,Fear Valley__op
OP-OP1-20/20,"Kiru City, (OP)","Cidade Kiru, (OP)",kirucityop,Kiru City,Cidade Kiru,(OP), (OP),op,OP1-20/20,rare,OverWorld Creatures have an additional 10 Energy.,As Criaturas do :overworld:OutroMundo ganham 10 de Energia adicional.,"""We will rebuild our home on the ruins of Old Kiru. The UnderWorlders may have destroyed our city, but they can never destroy our spirit!"" — Maxxor","Reconstruiremos nosso lar sobre as ruínas da Velha Kiru. Os Submundanos podem ter destruído nossa cidade, mas jamais poderão destruir nosso espírito! — Maxxor",FALSE,Wisdom,Sabedoria,,,"Khary Randolph, Anthony Washington",https://i.imgur.com/CwmhbEh.png,Kiru City__op
OP-OP-ulwk4j9l,Annex of the Arcane,Anexo do Arcano,annexofthearcane,Annex of the Arcane,Anexo do Arcano,,,op,OP-ulwk4j9l,common,"At the beginning of combat, flip a coin. If heads, put a :genericmugic: on your engaged Creature. If tails, put a :genericmugic: on the opposing engaged Creature.
Creatures with one or more Mugic counters have an additional 10 Energy.","No início do combate, jogue uma moeda. Se der cara, coloque um :genericmugic: na sua criatura em combate. Se der coroa, coloque um :genericmugic: na criatura em combate do oponente. Criaturas com um ou mais :genericmugic: têm 10 de Energia adicional.",,,FALSE,Wisdom,Sabedoria,,,HotShotsVFX,https://i.imgur.com/46WLM8f.png,Annex of the Arcane__op
OP-OP-t8jtybwa,Khybon's Scrapyard,Ferro-velho do Khybon,khybonsscrapyard,Khybon's Scrapyard,Ferro-velho do Khybon,,,op,OP-t8jtybwa,uncommon,"When a Battlegear is put into a general discard pile, put a Scrap Counter on Khybon's Scrapyard. Then, if it has three or more Scrap counters, return up to one Battlegear Card from your general discard pile to play equipped to an unequipped Creature you control and your opponent reveals a new active Location.","Quando um Equipamento for colocado em um Descarte, coloque um Contador de Sucata no Ferro-velho do Khybon. Então, se ele tiver 3 ou mais Contadores de Sucata, retorne até um Equipamento do seu Descarte para o jogo equipado a uma Criatura desequipada que você controla e seu oponente revela um novo Local ativo.",,,FALSE,Power,Poder,,,HotShotsVFX,https://i.imgur.com/2ImweW8.png,Khybon's Scrapyard__op
DOP-DOP-506kmbl3,"Glacier Plains, (Holiday Reward)","Geleiras, (HR)",glacierplainsholidayreward,Glacier Plains,Geleiras,,,dop,DOP-506kmbl3,super rare,UnderWorld Mugic Costs 1 additional :underworldmugic: to play.,Mugics do Submundo custam 1 :underworldmugic: adicional.,"This frozen, remote region is home to Blügon and other frosty Creatures.",Esta região remota e congelada é o lar de Blügon e de outras criaturas gélidas.,FALSE,Power,Poder,,,"Keith Conroy, David Curiel, A Clipart snowman",https://i.imgur.com/GSAk2UH.png,Glacier Plains__dop
